Time_Step,Open,High,Low,Close,Adj Close,Volume,Day_of_Week,Month,Price_Movement,Target_Close_7d,Price_Increase_7d,Daily_Return,Volatility,SMA_7,SMA_30,SMA_100,Std_Dev_100,Upper_Band,Lower_Band,Momentum_ROC,Sentiment_Score
1563,39.0,40.273998,38.82,39.66,39.66,18576000,0,9,-2.742,41.043999,1,0.019695,0.016333,39.806286,43.594067,44.06,2.579416,49.218832,38.901168,-20.6705,0
1564,39.411999,39.698002,38.689999,39.209999,39.209999,17947000,1,9,-0.944,41.285999,1,-0.011346,0.016241,39.671429,43.367667,43.95552,2.561918,49.079356,38.831684,-21.0399,10
1565,39.150002,39.584,38.972,39.282001,39.282001,11272500,2,9,-0.273999,41.490002,1,0.001836,0.016285,39.632286,43.1624,43.84084,2.510866,48.862572,38.819108,-22.597,10
1566,39.298,40.504002,39.279999,40.084,40.084,15386000,3,9,-0.482002,41.798,1,0.020416,0.017291,39.563429,42.993267,43.73804,2.450821,48.639682,38.836398,-20.4114,10
1567,40.084,41.139999,39.799999,41.080002,41.080002,15539000,4,9,0.738003,41.161999,1,0.024848,0.018478,39.668858,42.8252,43.64136,2.360527,48.362414,38.920306,-19.051,10
1568,41.400002,41.886002,41.0,41.268002,41.268002,11497500,0,9,1.796002,41.254002,0,0.004576,0.018538,39.925429,42.667267,43.5511,2.274579,48.100258,39.001942,-17.9465,10
1569,41.369999,41.549999,40.782001,40.928001,40.928001,12052500,1,9,2.034,40.139999,0,-0.008239,0.018409,40.216001,42.5238,43.46496,2.207529,47.880018,39.049902,-17.3873,10
1570,41.273998,41.400002,40.312,41.043999,41.043999,13167500,2,9,1.383999,40.806,0,0.002834,0.018437,40.413715,42.364734,43.39388,2.169189,47.732258,39.055502,-14.7616,10
1571,41.279999,41.456001,40.599998,41.285999,41.285999,11914500,3,9,2.076,42.740002,1,0.005896,0.018357,40.710286,42.2366,43.32314,2.120399,47.563938,39.082342,-14.6278,10
1572,41.198002,42.035999,41.133999,41.490002,41.490002,14526000,4,9,2.208001,42.282001,1,0.004941,0.0184,41.025715,42.1202,43.2734,2.104255,47.48191,39.06489,-10.7051,10
1573,41.299999,42.200001,41.299999,41.798,41.798,11972000,0,9,1.714,41.692001,0,0.007423,0.018514,41.270572,42.0094,43.24626,2.10562,47.4575,39.03502,-6.0972,10
1574,41.93,41.995998,40.922001,41.161999,41.161999,16866000,1,9,0.081997,40.200001,0,-0.015216,0.018719,41.282286,41.877534,43.23482,2.113872,47.462564,39.007076,-2.7041,10
1575,41.501999,41.650002,41.051998,41.254002,41.254002,10442000,2,9,-0.014,39.321999,0,0.002235,0.018242,41.280286,41.761934,43.2175,2.123007,47.463514,38.971486,-4.0292,10
1576,41.119999,41.466,40.116001,40.139999,40.139999,13635000,3,9,-0.788002,40.189999,1,-0.027004,0.018743,41.167714,41.611667,43.20106,2.140513,47.482086,38.920034,-3.9345,10
1577,40.442001,40.995998,39.91,40.806,40.806,12931500,4,9,-0.237999,40.02,0,0.016592,0.019162,41.133714,41.4818,43.19174,2.14896,47.48966,38.89382,-2.233,10
1578,42.459999,43.133999,41.650002,42.740002,42.740002,29999500,0,10,1.454003,40.301998,0,0.047395,0.018208,41.341429,41.406467,43.20122,2.14481,47.49084,38.9116,2.2684,10
1579,42.619999,42.664001,41.764,42.282001,42.282001,17707500,1,10,0.791999,40.048,0,-0.010716,0.018023,41.454572,41.329667,43.20948,2.139605,47.48869,38.93027,1.9925,10
1580,42.448002,42.630001,41.624001,41.692001,41.692001,9387500,2,10,-0.105999,39.301998,0,-0.013954,0.017647,41.439429,41.220467,43.21118,2.138318,47.487816,38.934544,0.4094,10
1581,40.492001,40.841999,40.042,40.200001,40.200001,23517000,3,10,-0.961998,38.792,0,-0.035786,0.019394,41.302001,41.076334,43.1966,2.153929,47.504458,38.888742,-3.4999,10
1582,40.200001,40.264,39.16,39.321999,39.321999,17465000,4,10,-1.932003,39.82,1,-0.021841,0.019409,41.026,40.914,43.1805,2.176921,47.534342,38.826658,-3.9334,0
1583,40.27,40.827999,39.931999,40.189999,40.189999,16581500,0,10,0.05,40.712002,1,0.022074,0.019676,41.033143,40.787067,43.16006,2.195415,47.55089,38.76923,-4.839700000000001,0
1584,40.369999,40.439999,39.661999,40.02,40.02,11642000,1,10,-0.786,39.82,0,-0.00423,0.019274,40.920858,40.6864,43.12984,2.217742,47.565324,38.694356,-7.020999999999999,0
1585,40.189999,40.776001,40.084,40.301998,40.301998,9853500,2,10,-2.438004,40.018002,0,0.007046,0.019121,40.572571,40.620867,43.0923,2.233622,47.559544,38.625056,-8.520999999999999,0
1586,40.099998,40.18,39.41,40.048,40.048,12473000,3,10,-2.234001,40.551998,1,-0.006302,0.019195,40.253428,40.5424,43.06034,2.2542,47.56874,38.55194,-7.3906,10
1587,40.132,40.285999,39.259998,39.301998,39.301998,21349500,4,10,-2.390003,40.467999,1,-0.018628,0.019121,39.911999,40.514,43.01754,2.284622,47.586784,38.448296,-9.8206,10
1588,39.41,39.678001,38.400002,38.792,38.792,22770500,0,10,-1.408001,40.448002,1,-0.012976,0.018354,39.710856,40.488534,42.9663,2.321432,47.609164,38.323436,-11.6677,10
1589,39.198002,39.894001,38.652,39.82,39.82,28402500,1,10,0.498001,40.801998,1,0.0265,0.019376,39.781999,40.463667,42.91426,2.333138,47.580536,38.247984,-11.5583,10
1590,39.948002,41.332001,39.612,40.712002,40.712002,34956000,2,10,0.522003,39.993999,0,0.022401,0.019988,39.856571,40.476,42.8753,2.337095,47.54949,38.20111,-8.7339,10
1591,40.424,40.599998,39.41,39.82,39.82,25364500,3,10,-0.2,39.546001,0,-0.02191,0.020531,39.828,40.4876,42.82704,2.349953,47.526946,38.127134,-10.8095,10
1592,39.720001,40.313999,39.481998,40.018002,40.018002,14717000,4,10,-0.283996,38.158001,0,0.004972,0.020516,39.787429,40.525067,42.7881,2.364014,47.516128,38.060072,-8.867700000000001,10
1593,40.200001,40.790001,40.049999,40.551998,40.551998,13758000,0,10,0.503998,37.604,0,0.013344,0.020724,39.859429,40.5548,42.7557,2.372305,47.50031,38.01109,-7.3986,0
1594,40.580002,40.938,40.240002,40.467999,40.467999,12225000,1,10,1.166001,37.484001,0,-0.002071,0.020637,40.026,40.596734,42.7224,2.380882,47.484164,37.960636,-7.6031,0
1595,40.200001,40.638,40.02,40.448002,40.448002,28164000,2,10,1.656002,38.112,0,-0.000494,0.020391,40.262572,40.6356,42.68552,2.387319,47.460158,37.910882,-8.356,0
1596,42.268002,42.740002,40.330002,40.801998,40.801998,65468500,3,10,0.981998,38.641998,0,0.008752,0.020486,40.402857,40.659533,42.62886,2.363762,47.356384,37.901336,-12.1933,0
1597,40.799999,41.063999,39.966,39.993999,39.993999,21400500,4,10,-0.718003,38.987999,0,-0.019803,0.020073,40.300285,40.623333,42.55776,2.334544,47.226848,37.888672,-15.0943,10
1598,40.498001,40.498001,39.161999,39.546001,39.546001,23461500,0,10,-0.273999,38.012001,0,-0.011202,0.019841,40.261143,40.565933,42.4945,2.329533,47.153566,37.835434,-13.7905,10
1599,39.608002,39.700001,37.622002,38.158001,38.158001,35300000,1,11,-1.860001,37.07,0,-0.035098,0.017775,39.995428,40.4736,42.4385,2.365879,47.170258,37.706742,-12.7977,10
1600,38.009998,38.540001,37.501999,37.604,37.604,21267000,2,11,-2.947998,37.712002,1,-0.014519,0.017853,39.574286,40.358933,42.3788,2.411814,47.202428,37.555172,-13.7008,10
1601,37.799999,38.293999,37.408001,37.484001,37.484001,13265000,3,11,-2.983998,36.290001,0,-0.003191,0.01775,39.148,40.2322,42.32372,2.46008,47.24388,37.40356,-12.8117,10
1602,37.799999,38.692001,37.192001,38.112,38.112,25730000,4,11,-2.336002,36.754002,0,0.016754,0.01686,38.814286,40.1196,42.26944,2.49264,47.25472,37.28416,-12.4667,10
1603,38.717999,38.858002,38.009998,38.641998,38.641998,19350500,0,11,-2.16,36.785999,0,0.013906,0.016602,38.505714,40.0144,42.22,2.515191,47.250382,37.189618,-11.3431,10
1604,38.757999,39.498001,38.251999,38.987999,38.987999,16338000,1,11,-1.006,37.731998,0,0.008954,0.015935,38.362,39.941933,42.17894,2.534222,47.247384,37.110496,-9.528,10
1605,37.375999,38.400002,36.790001,38.012001,38.012001,40865500,2,11,-1.534,37.004002,0,-0.025033,0.016751,38.142857,39.833867,42.11966,2.561795,47.24325,36.99607,-13.4911,10
1606,38.209999,38.321999,36.084,37.07,37.07,33751500,3,11,-1.088001,36.903999,0,-0.024782,0.017293,37.987428,39.731533,42.05114,2.604382,47.259904,36.842376,-15.6004,10
1607,36.848,37.776001,36.599998,37.712002,37.712002,19942500,4,11,0.108002,38.234001,1,0.017319,0.017882,38.002857,39.6284,42.03494,2.626412,47.287764,36.782116,-4.1188,10
1608,37.599998,37.650002,35.638,36.290001,36.290001,32761000,0,11,-1.194,38.627998,1,-0.037707,0.01917,37.832286,39.4134,42.00504,2.674668,47.354376,36.655704,-7.611999999999999,10
1609,36.556,37.285999,36.41,36.754002,36.754002,19510000,1,11,-1.357998,39.330002,1,0.012786,0.019364,37.638286,39.229133,41.98628,2.704987,47.396254,36.576306,-4.8563,10
1610,36.529999,36.945999,36.242001,36.785999,36.785999,17172000,2,11,-1.855999,39.223999,1,0.000871,0.018226,37.373143,39.0656,41.95704,2.745344,47.447728,36.466352,-7.3634,10
1611,36.698002,37.897999,36.422001,37.731998,37.731998,24435500,3,11,-1.256001,37.914001,1,0.025716,0.018476,37.193715,38.983333,41.93078,2.773211,47.477202,36.384358,-6.5068,0
1612,38.130001,38.599998,37.0,37.004002,37.004002,26051500,4,11,-1.007999,37.880001,1,-0.019294,0.018353,37.049715,38.906067,41.88044,2.816595,47.51363,36.24725,-11.9749,0
1613,37.007999,37.778,36.882,36.903999,36.903999,21805000,0,11,-0.166001,36.375999,0,-0.002702,0.018256,37.026,38.796533,41.82492,2.859528,47.543976,36.105864,-13.0771,0
1614,37.167999,38.293999,36.742001,38.234001,38.234001,28017000,1,11,0.521999,36.293999,0,0.03604,0.019912,37.100572,38.737,41.77426,2.877947,47.530154,36.018366,-11.6998,0
1615,38.122002,39.127998,37.799999,38.627998,38.627998,24459500,2,11,2.337997,37.360001,0,0.010305,0.02011,37.434571,38.6812,41.73258,2.893142,47.518864,35.946296,-9.7392,10
1616,38.728001,39.448002,38.728001,39.330002,39.330002,11830500,4,11,2.576,37.169998,0,0.018173,0.020588,37.802571,38.657267,41.697,2.900657,47.498314,35.895686,-8.296000000000001,10
1617,39.096001,39.869999,38.91,39.223999,39.223999,22646000,0,11,2.438,38.630001,0,-0.002695,0.020465,38.150857,38.654667,41.65736,2.907154,47.471668,35.843052,-9.1785,10
1618,39.112,39.346001,37.900002,37.914001,37.914001,22196500,1,11,0.182003,38.458,1,-0.033398,0.021266,38.176857,38.6254,41.60294,2.92591,47.45476,35.75112,-12.5519,10
1619,38.200001,38.377998,37.5,37.880001,37.880001,17735500,2,11,0.875999,38.436001,1,-0.000897,0.02117,38.302,38.560734,41.53218,2.929562,47.391304,35.673056,-15.7398,5
1620,37.650002,37.706001,36.200001,36.375999,36.375999,25632000,3,12,-0.528,38.486,1,-0.039704,0.021552,38.226572,38.4162,41.44664,2.954127,47.354894,35.538386,-19.0385,5
1621,36.576,36.976002,36.0,36.293999,36.293999,20211500,4,12,-1.940002,39.630001,1,-0.002254,0.021363,37.949428,38.298667,41.36452,2.98223,47.32898,35.40006,-18.4514,5
1622,36.501999,37.778,36.501999,37.360001,37.360001,20361000,0,12,-1.267997,39.737999,1,0.029371,0.022388,37.768286,38.210067,41.29506,2.993895,47.28285,35.30727,-15.6773,10
1623,37.104,37.316002,36.535999,37.169998,37.169998,16958000,1,12,-2.160004,39.515999,1,-0.005086,0.02208,37.459714,38.097333,41.22596,3.008674,47.243308,35.208612,-15.676100000000002,10
1624,37.23,38.68,37.0,38.630001,38.630001,27309500,2,12,-0.593998,40.498001,1,0.039279,0.023578,37.374857,38.036067,41.15976,2.992023,47.143806,35.175714,-14.6298,10
1625,38.41,38.5,37.908001,38.458,38.458,15970500,3,12,0.543999,40.546001,1,-0.004453,0.023512,37.452571,37.969733,41.09382,2.978005,47.04983,35.13781,-14.6364,10
1626,38.174,38.768002,38.161999,38.436001,38.436001,13612500,4,12,0.556,41.757999,1,-0.000572,0.022826,37.532,37.890867,41.02146,2.95345,46.92836,35.11456,-15.8434,10
1627,38.560001,38.883999,38.236,38.486,38.486,12194500,0,12,2.110001,41.540001,1,0.001301,0.022062,37.833429,37.8406,40.96532,2.947691,46.860702,35.069938,-12.7302,10
1628,38.636002,40.256001,38.599998,39.630001,39.630001,34119500,1,12,3.336002,41.689999,1,0.029725,0.022651,38.31,37.8434,40.91708,2.929438,46.775956,35.058204,-10.8517,10
1629,39.748001,40.599998,39.352001,39.737999,39.737999,20754500,2,12,2.377998,42.667999,1,0.002725,0.020685,38.649714,37.896067,40.85444,2.886262,46.626964,35.081916,-13.6168,10
1630,39.681999,40.147999,39.478001,39.515999,39.515999,16098000,3,12,2.346001,43.905998,1,-0.005587,0.020708,38.984857,37.9598,40.79058,2.843789,46.478158,35.103002,-13.9123,0
1631,39.616001,40.518002,39.52,40.498001,40.498001,18984500,4,12,1.868,43.948002,1,0.024851,0.021201,39.251714,38.060267,40.73858,2.800358,46.339296,35.137864,-11.3791,0
1632,40.498001,40.889999,39.967999,40.546001,40.546001,17440500,0,12,2.088001,42.936001,1,0.001185,0.02066,39.55,38.1414,40.68282,2.74709,46.177,35.18864,-12.0897,0
1633,40.610001,41.799999,40.5,41.757999,41.757999,23445500,1,12,3.321998,42.737999,1,0.029892,0.020719,40.024571,38.245267,40.63082,2.675386,45.981592,35.280048,-11.0737,10
1634,41.689999,42.445999,41.481998,41.540001,41.540001,26038000,2,12,3.054001,43.397999,1,-0.005221,0.020779,40.460857,38.330334,40.5862,2.621568,45.829336,35.343064,-9.6996,10
1635,41.644001,41.998001,41.299999,41.689999,41.689999,15555500,3,12,2.059998,45.397999,1,0.003611,0.019595,40.755143,38.452933,40.5487,2.577893,45.704486,35.392914,-8.252600000000001,10
1636,41.599998,42.689999,41.542,42.667999,42.667999,23352500,4,12,2.93,45.349998,1,0.023459,0.020002,41.173714,38.639533,40.5238,2.544734,45.613268,35.434332,-5.514,10
1637,42.976002,44.450001,42.883999,43.905998,43.905998,29578500,1,12,4.389999,45.801998,1,0.029015,0.020495,41.800857,38.846,40.50164,2.504827,45.511294,35.491986,-4.8047,10
1638,44.306,44.759998,43.439999,43.948002,43.948002,18912500,2,12,3.450001,46.256001,1,0.000957,0.020437,42.293714,39.101267,40.48106,2.467319,45.415698,35.546422,-4.4733,10
1639,43.712002,43.84,42.824001,42.936001,42.936001,20225000,3,12,2.39,45.973999,1,-0.023027,0.019553,42.635143,39.307333,40.4581,2.433108,45.324316,35.591884,-5.076,10
1640,43.259998,43.5,42.335999,42.737999,42.737999,23213000,4,12,0.98,45.945999,1,-0.004612,0.019637,42.775143,39.505733,40.42732,2.383609,45.194538,35.660102,-6.7182,10
1641,42.972,44.066002,42.192001,43.397999,43.397999,29616500,1,1,1.857998,45.917999,1,0.015443,0.016694,43.040571,39.6946,40.41,2.355216,45.120432,35.699568,-3.8378,10
1642,42.950001,45.599998,42.862,45.397999,45.397999,56067500,2,1,3.708,47.549999,1,0.046085,0.018374,43.570285,39.9744,40.41416,2.363725,45.14161,35.68671,0.9248,10
1643,45.284,45.495998,44.389999,45.349998,45.349998,29558500,3,1,2.681999,47.116001,1,-0.001057,0.018039,43.953428,40.255933,40.41644,2.368417,45.153274,35.679606,0.5053,10
1644,45.386002,46.062,45.09,45.801998,45.801998,27639500,4,1,1.896,47.672001,1,0.009967,0.01773,44.224285,40.5082,40.42328,2.383075,45.18943,35.65713,1.516,10
1645,45.793999,46.383999,45.599998,46.256001,46.256001,19897500,0,1,2.307999,48.751999,1,0.009912,0.016428,44.553999,40.762467,40.43862,2.415739,45.270098,35.607142,3.4301,10
1646,46.400002,46.400002,45.377998,45.973999,45.973999,18300000,1,1,3.037998,48.945999,1,-0.006097,0.016497,44.987999,40.983933,40.45188,2.442568,45.337016,35.566744,2.9699,10
1647,45.813999,45.995998,45.335999,45.945999,45.945999,18254000,2,1,3.208,49.784,1,-0.000609,0.016498,45.446285,41.208,40.46432,2.467473,45.399266,35.529374,2.7829,10
1648,45.812,46.139999,45.116001,45.917999,45.917999,18951000,3,1,2.52,50.922001,1,-0.000609,0.016546,45.806285,41.4748,40.4735,2.486155,45.44581,35.50119,2.04,10
1649,46.0,47.57,45.917999,47.549999,47.549999,30465000,4,1,2.152,50.894001,1,0.035542,0.016962,46.113713,41.797133,40.50314,2.552464,45.608068,35.398212,6.647799999999999,10
1650,47.34,47.992001,46.874001,47.116001,47.116001,23087500,1,1,1.766003,50.501999,1,-0.009127,0.017368,46.365999,42.155133,40.52462,2.59903,45.72268,35.32656,4.7767,10
1651,47.330002,47.942001,47.116001,47.672001,47.672001,18845000,2,1,1.870003,50.59,1,0.011801,0.017086,46.633143,42.5344,40.5561,2.666159,45.888418,35.223782,7.0704,10
1652,49.450001,49.736,48.150002,48.751999,48.751999,38661500,3,1,2.495998,50.125999,1,0.022655,0.016991,46.989714,42.914133,40.6017,2.766095,46.13389,35.06951,10.3186,5
1653,49.091999,49.200001,48.602001,48.945999,48.945999,21021500,4,1,2.972,50.386002,1,0.003979,0.016938,47.414285,43.306666,40.65118,2.869774,46.390728,34.911632,11.246,5
1654,49.169998,50.178001,49.099998,49.784,49.784,31314500,0,1,3.838001,49.848,1,0.017121,0.016375,47.962571,43.678466,40.71862,3.002645,46.72391,34.71333,15.6691,5
1655,50.0,50.959999,49.93,50.922001,50.922001,24827500,1,1,5.004002,50.310001,0,0.022859,0.016342,48.677429,44.093933,40.80516,3.167912,47.140984,34.469336,20.4741,0
1656,51.462002,51.692001,50.360001,50.894001,50.894001,25713000,2,1,3.344002,50.265999,0,-0.00055,0.016447,49.155143,44.5092,40.89008,3.321258,47.532596,34.247564,20.0274,0
1657,50.858002,51.147999,50.150002,50.501999,50.501999,15760500,3,1,3.385998,51.554001,1,-0.007702,0.016546,49.638857,44.909733,40.99356,3.456543,47.906646,34.080474,25.7708,0
1658,50.276001,50.599998,49.703999,50.59,50.59,15831500,4,1,2.917999,51.495998,1,0.001743,0.015887,50.055714,45.275066,41.1039,3.583955,48.27181,33.93599,27.894600000000004,0
1659,50.506001,51.057999,49.419998,50.125999,50.125999,19005500,0,1,1.374,52.416,1,-0.009172,0.016226,50.252,45.621333,41.1995,3.695238,48.589976,33.809024,23.5665,10
1660,49.848,51.178001,49.540001,50.386002,50.386002,20580500,1,1,1.440003,53.84,1,0.005187,0.01477,50.457715,45.983666,41.29994,3.806522,48.912984,33.686896,24.8971,10
1661,50.610001,50.639999,49.810001,49.848,49.848,19794000,2,2,0.064,53.846001,1,-0.010678,0.01508,50.466857,46.295333,41.4037,3.896544,49.196788,33.610612,26.287,10
1662,49.667999,50.484001,49.542,50.310001,50.310001,12499000,3,2,-0.612,56.119999,1,0.009268,0.014976,50.379429,46.6208,41.51786,3.988422,49.494704,33.541016,29.3516,10
1663,50.382,50.436001,49.936001,50.265999,50.265999,10933500,4,2,-0.628002,56.195999,1,-0.000875,0.012105,50.289714,46.9044,41.62392,4.078518,49.780956,33.466884,26.742300000000004,10
1664,50.200001,51.563999,50.125999,51.554001,51.554001,17812500,0,2,1.052002,55.952,1,0.025624,0.012824,50.44,47.2382,41.74736,4.189998,50.127356,33.367364,31.4818,10
1665,51.638,52.0,51.284,51.495998,51.495998,21224000,1,2,0.905998,53.790001,1,-0.001125,0.01289,50.569429,47.565066,41.8695,4.294133,50.457766,33.281234,31.0931,10
1666,51.470001,52.672001,51.240002,52.416,52.416,19665000,2,2,2.290001,54.445999,1,0.017866,0.013135,50.896572,47.89,41.99282,4.41764,50.8281,33.15754,30.7654,10
1667,53.25,54.236,53.23,53.84,53.84,39101000,3,2,3.453998,55.478001,1,0.027167,0.013594,51.39,48.221133,42.12042,4.572572,51.265564,32.975276,31.0613,10
1668,53.958,54.189999,53.222,53.846001,53.846001,18098500,4,2,3.998001,54.702,1,0.000111,0.013573,51.961143,48.551066,42.2462,4.71952,51.68524,32.80716,30.4788,10
1669,54.147999,56.158001,54.102001,56.119999,56.119999,35148000,0,2,5.809998,51.198002,0,0.042232,0.015368,52.791143,48.990533,42.39812,4.917039,52.232198,32.564042,37.1188,10
1670,55.806,57.478001,55.722,56.195999,56.195999,36726000,1,2,5.93,51.400002,0,0.001354,0.014266,53.638285,49.439133,42.54964,5.104763,52.759166,32.340114,36.9165,0
1671,56.0,56.448002,55.287998,55.952,55.952,24739500,2,2,4.397999,49.245998,0,-0.004342,0.014013,54.266571,49.8576,42.6963,5.2759,53.2481,32.1445,35.5229,0
1672,55.52,56.0,53.700001,53.790001,53.790001,35386500,3,2,2.294003,49.998001,0,-0.03864,0.017318,54.594286,50.137333,42.8193,5.389645,53.59859,32.04001,29.6457,0
1673,53.16,54.577999,52.830002,54.445999,54.445999,31285500,4,2,2.029999,50.004002,0,0.012196,0.016959,54.884286,50.440533,42.94578,5.512444,53.970668,31.920892,30.2598,0
1674,55.09,56.279999,54.801998,55.478001,55.478001,28383500,1,2,1.638001,50.096001,0,0.018955,0.017209,55.118286,50.763067,43.08894,5.649834,54.388608,31.789272,34.779700000000005,10
1675,56.062,56.689999,54.52,54.702,54.702,43775000,2,2,0.855999,50.313999,0,-0.013988,0.017551,55.240571,51.0446,43.22342,5.764599,54.752618,31.694222,32.598,10
1676,52.799999,52.931999,51.112,51.198002,51.198002,74576000,3,2,-4.921997,50.242001,0,-0.064056,0.02257,54.537429,51.218733,43.334,5.81073,54.95546,31.71254,27.5486,10
1677,50.532001,51.650002,50.040001,51.400002,51.400002,40858000,4,2,-4.795997,49.717999,0,0.003945,0.022581,53.852286,51.400533,43.43994,5.860535,55.16101,31.71887,25.9619,10
1678,49.633999,49.672001,48.402,49.245998,49.245998,57304000,0,2,-6.706002,49.374001,1,-0.041907,0.024381,52.894286,51.511467,43.505,5.888731,55.282462,31.727538,15.2223,10
1679,48.838001,50.200001,48.779999,49.998001,49.998001,30390500,1,2,-3.792,48.98,0,0.01527,0.024632,52.352572,51.593067,43.58216,5.922996,55.428152,31.736168,18.248900000000003,10
1680,50.835999,50.970001,49.821999,50.004002,50.004002,24047500,2,3,-4.441997,48.737999,0,0.00012,0.024547,51.718001,51.689334,43.66528,5.954442,55.574164,31.756396,19.9367,10
1681,49.942001,50.655998,49.653999,50.096001,50.096001,16759000,3,3,-5.382,49.234001,0,0.00184,0.024524,50.949144,51.770134,43.76424,5.978454,55.721148,31.807332,24.6169,10
1682,50.147999,50.380001,49.799999,50.313999,50.313999,14597000,4,3,-4.388001,51.599998,1,0.004352,0.024415,50.322286,51.8222,43.87416,5.996975,55.86811,31.88021,27.9538,10
1683,49.582001,50.34,49.501999,50.242001,50.242001,16777500,0,3,-0.956001,51.146,1,-0.001431,0.02434,50.185715,51.8654,43.97468,6.018803,56.012286,31.937074,25.0112,10
1684,50.383999,50.778,49.664001,49.717999,49.717999,17297500,1,3,-1.682003,52.41,1,-0.01043,0.02445,49.945429,51.8632,44.07166,6.032553,56.136766,32.006554,24.2329,10
1685,49.400002,50.014,49.063999,49.374001,49.374001,18626000,2,3,0.128003,52.299999,1,-0.006919,0.023751,49.963715,51.8116,44.16238,6.043495,56.24937,32.07539,22.5101,5
1686,49.526001,49.731998,48.599998,48.98,48.98,19396500,3,3,-1.018001,52.383999,1,-0.00798,0.023788,49.818286,51.7478,44.2517,6.048076,56.347852,32.155548,22.3032,5
1687,49.242001,49.299999,48.599998,48.737999,48.737999,15331500,4,3,-1.266003,50.136002,1,-0.004941,0.023347,49.637429,51.689,44.34606,6.04368,56.43342,32.2587,24.009,5
1688,48.964001,49.369999,48.556,49.234001,49.234001,15113000,0,3,-0.862,51.001999,1,0.010177,0.022522,49.514286,51.6438,44.45048,6.036952,56.524384,32.376576,26.9179,10
1689,49.222,51.624001,49.203999,51.599998,51.599998,37992000,1,3,1.285999,50.956001,0,0.048056,0.025228,49.698,51.692934,44.56828,6.06057,56.68942,32.44714,29.5831,10
1690,51.400002,52.200001,50.854,51.146,51.146,26654000,2,3,0.903999,52.632,1,-0.008798,0.023155,49.827143,51.718267,44.67262,6.083284,56.839188,32.506052,25.6288,10
1691,52.48,53.150002,51.812,52.41,52.41,35661000,3,3,2.692001,54.043999,1,0.024714,0.023979,50.211714,51.803667,44.79852,6.112053,57.022626,32.574414,31.6173,10
1692,52.799999,53.066002,52.240002,52.299999,52.299999,32487500,4,3,2.925998,55.490002,1,-0.002099,0.023978,50.629714,51.87,44.92134,6.138364,57.198068,32.644612,30.6912,0
1693,52.119999,52.91,51.764,52.383999,52.383999,18071500,0,3,3.403999,55.476002,1,0.001606,0.022547,51.115999,51.9406,45.03966,6.167258,57.374176,32.705144,29.1774,0
1694,52.566002,52.959999,50.048,50.136002,50.136002,34543000,1,3,1.398003,55.584,1,-0.042914,0.024087,51.315714,51.893333,45.13634,6.170646,57.477632,32.795048,23.8905,0
1695,50.312,51.014,50.102001,51.001999,51.001999,20296500,2,3,1.767998,55.66,1,0.017273,0.024011,51.568285,51.876867,45.24188,6.179897,57.601674,32.882086,26.0928,0
1696,51.077999,51.534,50.66,50.956001,50.956001,16601000,3,3,-0.643997,59.703999,1,-0.000902,0.023901,51.476286,51.8282,45.34342,6.189621,57.722662,32.964178,24.886,10
1697,51.139999,52.778,51.001999,52.632,52.632,28236500,4,3,1.486,60.740002,1,0.032891,0.020684,51.688571,51.787933,45.4698,6.208286,57.886372,33.053228,31.5997,10
1698,52.119999,54.113998,51.950001,54.043999,54.043999,31154000,0,3,1.633999,59.0,1,0.026828,0.021408,51.922,51.794533,45.61478,6.237766,58.090312,33.139248,36.661100000000005,10
1699,55.403999,56.136002,55.0,55.490002,55.490002,39938000,1,3,3.190003,59.740002,1,0.026756,0.01942,52.377715,51.773533,45.7881,6.269193,58.326486,33.249714,45.4217,10
1700,55.667999,55.919998,55.108002,55.476002,55.476002,18381000,2,3,3.092003,60.507999,1,-0.000252,0.01934,52.819429,51.749534,45.96682,6.288242,58.543304,33.390336,47.5269,10
1701,55.608002,56.400002,55.442001,55.584,55.584,20742000,3,3,5.447998,62.478001,1,0.001947,0.01932,53.597715,51.737267,46.14782,6.302086,58.751992,33.543648,48.2873,10
1702,55.745998,55.936001,55.264,55.66,55.66,16473000,4,3,4.658001,61.742001,1,0.001367,0.019325,54.263143,51.7996,46.3233,6.320354,58.964008,33.682592,46.0432,10
1703,57.380001,59.799999,56.916,59.703999,59.703999,69443000,0,4,8.747998,59.368,0,0.072655,0.024285,55.512857,51.974867,46.53392,6.412067,59.358054,33.709786,54.5055,0
1704,59.377998,60.962002,58.905998,60.740002,60.740002,50673000,1,4,8.108002,60.799999,1,0.017352,0.024249,56.671143,52.150267,46.75144,6.521515,59.79447,33.70841,55.791500000000006,0
1705,60.408001,60.976002,58.84,59.0,59.0,39404500,2,4,4.956001,60.287998,1,-0.028647,0.025295,57.379144,52.293534,46.96132,6.574922,60.111164,33.811476,55.2141,0
1706,59.375999,60.388,58.82,59.740002,59.740002,27603000,3,4,4.25,60.049999,1,0.012542,0.025058,57.986286,52.578267,47.18802,6.621092,60.430204,33.945836,61.1546,10
1707,59.5,60.537998,59.43,60.507999,60.507999,22898000,4,4,5.031997,61.104,1,0.012856,0.024746,58.705143,52.881867,47.41598,6.683674,60.783328,34.048632,60.4476,10
1708,61.830002,62.745998,61.742001,62.478001,62.478001,38322500,0,4,6.894001,60.501999,0,0.032558,0.024935,59.69,53.322934,47.67786,6.75599,61.18984,34.16588,72.1631,10
